TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr6 A1|6 5.8 cM	mouse chr6 A1|6 5.8 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr12 F2|12	mouse chr12 F2|12	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chrX A3.3|X 21.61 cM	mouse chrX A3.3|X 21.61 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chrX A1.1|X 4.22 cM	mouse chrX A1.1|X 4.22 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 E4|1 57.94 cM	mouse chr1 E4|1 57.94 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 B2.1|6 21.1 cM	mouse chr6 B2.1|6 21.1 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr18 D1|18 29.07 cM	mouse chr18 D1|18 29.07 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr2 H3|2 89.91 cM	mouse chr2 H3|2 89.91 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr5 C3.3|5 38.89 cM	mouse chr5 C3.3|5 38.89 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr3 C|3 21.67 cM	mouse chr3 C|3 21.67 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 F3|7 69.81 cM	mouse chr7 F3|7 69.81 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 G3|6 78.22 cM	mouse chr6 G3|6 78.22 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 A3|7 13.97 cM	mouse chr7 A3|7 13.97 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 F5|7 86.82 cM	mouse chr7 F5|7 86.82 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr13 C3|13 45.05 cM	mouse chr13 C3|13 45.05 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr4 A3|4 7.56 cM	mouse chr4 A3|4 7.56 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 A2|1 2.57 cM	mouse chr1 A2|1 2.57 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6|6 D1	mouse chr6|6 D1	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr8 D3|8 53.11 cM	mouse chr8 D3|8 53.11 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr2 C1.3|2 39.31 cM	mouse chr2 C1.3|2 39.31 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr2 H1|2 77.32 cM	mouse chr2 H1|2 77.32 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 A1|7 2.09 cM	mouse chr7 A1|7 2.09 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 D1|6 39.91 cM	mouse chr6 D1|6 39.91 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 E1|7 53.55 cM	mouse chr7 E1|7 53.55 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr19 B|19 18.45 cM	mouse chr19 B|19 18.45 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr3 F2.1|3 41.95 cM	mouse chr3 F2.1|3 41.95 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr17 A3.1|17 9.77 cM	mouse chr17 A3.1|17 9.77 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr5 G1.3|5 67.67 cM	mouse chr5 G1.3|5 67.67 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr19 B|19 19.86 cM	mouse chr19 B|19 19.86 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr4 E1|4 78.3 cM	mouse chr4 E1|4 78.3 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 B3|11 42.59 cM	mouse chr11 B3|11 42.59 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 A3.3|6 12.53 cM	mouse chr6 A3.3|6 12.53 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr15 F3|15 58.08 cM	mouse chr15 F3|15 58.08 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr13 A3.1|13 10.0 cM	mouse chr13 A3.1|13 10.0 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 C3|6 37.53 cM	mouse chr6 C3|6 37.53 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 C3|6 37.44 cM	mouse chr6 C3|6 37.44 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr9 A3|9 8.23 cM	mouse chr9 A3|9 8.23 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr14 E2.1|14 46.92 cM	mouse chr14 E2.1|14 46.92 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chrX A3.3|X 23.19 cM	mouse chrX A3.3|X 23.19 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr8 D3|8 53.55 cM	mouse chr8 D3|8 53.55 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 C5|1 43.44 cM	mouse chr1 C5|1 43.44 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr14 C1|14 23.95 cM	mouse chr14 C1|14 23.95 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 B3|7 29.1 cM	mouse chr7 B3|7 29.1 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 B1.2|11 29.18 cM	mouse chr11 B1.2|11 29.18 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 F3|7 69.53 cM	mouse chr7 F3|7 69.53 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 D|11 63.14 cM	mouse chr11 D|11 63.14 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr19 A|19 3.96 cM	mouse chr19 A|19 3.96 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr3 A3|3 16.93 cM	mouse chr3 A3|3 16.93 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr5 B3|5 19.28 cM	mouse chr5 B3|5 19.28 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 E1|7 53.49 cM	mouse chr7 E1|7 53.49 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr15 F3|15 58.01 cM	mouse chr15 F3|15 58.01 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 A3.2|11 14.32 cM	mouse chr11 A3.2|11 14.32 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 A4|11 18.87 cM	mouse chr11 A4|11 18.87 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 B3|6 25.44 cM	mouse chr6 B3|6 25.44 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr19 A|19 8.68 cM	mouse chr19 A|19 8.68 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr13 A1|13 3.72 cM	mouse chr13 A1|13 3.72 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 H4|1 81.9 cM	mouse chr1 H4|1 81.9 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 C4|1 38.61 cM	mouse chr1 C4|1 38.61 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 D|1 46.55 cM	mouse chr1 D|1 46.55 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 A3.2|11 14.25 cM	mouse chr11 A3.2|11 14.25 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr19 A|19 3.84 cM	mouse chr19 A|19 3.84 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr8 D3|8 53.08 cM	mouse chr8 D3|8 53.08 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 D3|7 47.25 cM	mouse chr7 D3|7 47.25 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 B1.3|11 30.94 cM	mouse chr11 B1.3|11 30.94 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr2 D|2 49.99 cM	mouse chr2 D|2 49.99 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr12|12 E	mouse chr12|12 E	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr15|15 E2	mouse chr15|15 E2	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 D1|7 41.85 cM	mouse chr7 D1|7 41.85 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr17 D|17 29.24 cM	mouse chr17 D|17 29.24 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chrX A3.3|X 22.08 cM	mouse chrX A3.3|X 22.08 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr4 C4|4 42.01 cM	mouse chr4 C4|4 42.01 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr12|12 B3	mouse chr12|12 B3	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr10 A3|10 9.89 cM	mouse chr10 A3|10 9.89 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr5 B1|5 15.92 cM	mouse chr5 B1|5 15.92 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr10 A4|10 11.41 cM	mouse chr10 A4|10 11.41 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr9 E3.3|9 50.11 cM	mouse chr9 E3.3|9 50.11 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 C3|1 33.61 cM	mouse chr1 C3|1 33.61 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr16 A3|16 10.46 cM	mouse chr16 A3|16 10.46 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr19 A|19 4.3 cM	mouse chr19 A|19 4.3 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr9 A5.1|9 20.87 cM	mouse chr9 A5.1|9 20.87 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 B1.3|11 36.37 cM	mouse chr11 B1.3|11 36.37 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 A3.1|6 11.01 cM	mouse chr6 A3.1|6 11.01 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chrX A7.2|X 36.02 cM	mouse chrX A7.2|X 36.02 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 B4|11 43.81 cM	mouse chr11 B4|11 43.81 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr12 F1|12 61.09 cM	mouse chr12 F1|12 61.09 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 A5|11 24.4 cM	mouse chr11 A5|11 24.4 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr9 A3|9 7.88 cM	mouse chr9 A3|9 7.88 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 F5|7 87.94 cM	mouse chr7 F5|7 87.94 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 B1|7 16.92 cM	mouse chr7 B1|7 16.92 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr10 D1|10 55.12 cM	mouse chr10 D1|10 55.12 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr17 A1|17 8.78 cM	mouse chr17 A1|17 8.78 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr2 E1|2 50.16 cM	mouse chr2 E1|2 50.16 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 B1.3|11 37.74 cM	mouse chr11 B1.3|11 37.74 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr10 C2|10 48.6 cM	mouse chr10 C2|10 48.6 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr5 B3|5 26.26 cM	mouse chr5 B3|5 26.26 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 B1.3|11 36.27 cM	mouse chr11 B1.3|11 36.27 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr5 F|5 54.72 cM	mouse chr5 F|5 54.72 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr9 E3.1|9 46.69 cM	mouse chr9 E3.1|9 46.69 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr5 G2|5 76.7 cM	mouse chr5 G2|5 76.7 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr16|16 A3	mouse chr16|16 A3	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr15 B3.1|15 15.74 cM	mouse chr15 B3.1|15 15.74 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr9 A4|9 20.81 cM	mouse chr9 A4|9 20.81 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr16 A3|16 12.49 cM	mouse chr16 A3|16 12.49 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr4 E1|4 78.26 cM	mouse chr4 E1|4 78.26 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chrX A1.1|X 3.58 cM	mouse chrX A1.1|X 3.58 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr14 C2|14 26.75 cM	mouse chr14 C2|14 26.75 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr17 B3|17 22.59 cM	mouse chr17 B3|17 22.59 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr15 E3|15 46.14 cM	mouse chr15 E3|15 46.14 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 B3|7 28.85 cM	mouse chr7 B3|7 28.85 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr2 D|2 49.8 cM	mouse chr2 D|2 49.8 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr17 29.17 cM|17 D	mouse chr17 29.17 cM|17 D	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 E4|1 57.95 cM	mouse chr1 E4|1 57.95 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr11 A1|11 2.9 cM	mouse chr11 A1|11 2.9 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 F3|7 70.06 cM	mouse chr7 F3|7 70.06 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr4 E2|4 83.96 cM	mouse chr4 E2|4 83.96 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr17|17 D	mouse chr17|17 D	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 F5|7 86.8 cM	mouse chr7 F5|7 86.8 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chrX D|X 45.97 cM	mouse chrX D|X 45.97 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr12 C1|12 22.11 cM	mouse chr12 C1|12 22.11 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 B2.1|6 20.54 cM	mouse chr6 B2.1|6 20.54 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr10 D3|10 77.3 cM	mouse chr10 D3|10 77.3 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr16 B1|16 12.51 cM	mouse chr16 B1|16 12.51 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr19 C2|19 32.36 cM	mouse chr19 C2|19 32.36 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr17 B1|17 18.19 cM	mouse chr17 B1|17 18.19 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr6 F3|6 63.53 cM	mouse chr6 F3|6 63.53 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 A3|7 13.93 cM	mouse chr7 A3|7 13.93 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr5 F|5	mouse chr5 F|5	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr2 B|2 21.29 cM	mouse chr2 B|2 21.29 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr2 D|2 49.96 cM	mouse chr2 D|2 49.96 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 A1|7 7.69 cM	mouse chr7 A1|7 7.69 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 H6|1 97.62 cM	mouse chr1 H6|1 97.62 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr5 G2|5 82.02 cM	mouse chr5 G2|5 82.02 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr13 D1|13	mouse chr13 D1|13	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr3|3 H4	mouse chr3|3 H4	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr2 E1|2 50.99 cM	mouse chr2 E1|2 50.99 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr1 H6|1 98.38 cM	mouse chr1 H6|1 98.38 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chrX A5|X 28.03 cM	mouse chrX A5|X 28.03 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr7 B1|7	mouse chr7 B1|7	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr19 C3|19 38.19 cM	mouse chr19 C3|19 38.19 cM	0.999999999939144	-6.08557457898451e-11	2	0	0	1868	24140
mouse chr17 C|17 22.91 cM	mouse chr17 C|17 22.91 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr3 F1|3 39.1 cM	mouse chr3 F1|3 39.1 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 C|7 34.31 cM	mouse chr7 C|7 34.31 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 E3|7 56.08 cM	mouse chr7 E3|7 56.08 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr19 B|19 15.54 cM	mouse chr19 B|19 15.54 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr1|1 E2.1	mouse chr1|1 E2.1	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr10 C1|10 38.53 cM	mouse chr10 C1|10 38.53 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr18 B2- B3|18	mouse chr18 B2- B3|18	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 A3|7 14.11 cM	mouse chr7 A3|7 14.11 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 E3|7 54.8 cM	mouse chr7 E3|7 54.8 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr19 A|19 5.12 cM	mouse chr19 A|19 5.12 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr13 A3.1|13 8.0 cM	mouse chr13 A3.1|13 8.0 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 B1|7 19.38 cM	mouse chr7 B1|7 19.38 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr5 A2|5 6.47 cM	mouse chr5 A2|5 6.47 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr11 B3|11 40.42 cM	mouse chr11 B3|11 40.42 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr1 C2|1 30.45 cM	mouse chr1 C2|1 30.45 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr11 B1.1|11 25.94 cM	mouse chr11 B1.1|11 25.94 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr9 F2|9 59.5 cM	mouse chr9 F2|9 59.5 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 F4|7 84.57 cM	mouse chr7 F4|7 84.57 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr10 D3|10 77.28 cM	mouse chr10 D3|10 77.28 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 B3|7 29.28 cM	mouse chr7 B3|7 29.28 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr18 A1|18 5.4 cM	mouse chr18 A1|18 5.4 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr1 A3|1 5.7 cM	mouse chr1 A3|1 5.7 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr15 E1|15 38.02 cM	mouse chr15 E1|15 38.02 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr10|10 A4	mouse chr10|10 A4	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr2 G1|2 71.28 cM	mouse chr2 G1|2 71.28 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr9 A5.1|9 20.91 cM	mouse chr9 A5.1|9 20.91 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr13 A3.1|13 7.94 cM	mouse chr13 A3.1|13 7.94 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr8 E1|8 72.08 cM	mouse chr8 E1|8 72.08 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr2 D|2 49.83 cM	mouse chr2 D|2 49.83 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr16 A3|16 11.09 cM	mouse chr16 A3|16 11.09 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr4 D2.2|4 57.89 cM	mouse chr4 D2.2|4 57.89 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr16 A3|16 10.62 cM	mouse chr16 A3|16 10.62 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 B1|7 19.25 cM	mouse chr7 B1|7 19.25 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chrX A7.3|X 37.63 cM	mouse chrX A7.3|X 37.63 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr12|12 C1	mouse chr12|12 C1	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr11|11 B1.1	mouse chr11|11 B1.1	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr12 F1|12 60.94 cM	mouse chr12 F1|12 60.94 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chrX A7.1|X 34.57 cM	mouse chrX A7.1|X 34.57 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 F3|7 76.3 cM	mouse chr7 F3|7 76.3 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr15 D1|15 25.7 cM	mouse chr15 D1|15 25.7 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr2 D|2 49.73 cM	mouse chr2 D|2 49.73 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr18 E1|18 35.95 cM	mouse chr18 E1|18 35.95 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr12 C3|12 33.52 cM	mouse chr12 C3|12 33.52 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chrX A7.3|X 38.22 cM	mouse chrX A7.3|X 38.22 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr2 H3|2 88.99 cM	mouse chr2 H3|2 88.99 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr17|17 A1	mouse chr17|17 A1	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr19 D1|19 40.41 cM	mouse chr19 D1|19 40.41 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr17 A3.3|17 12.97 cM	mouse chr17 A3.3|17 12.97 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr3 F2.1|3 41.67 cM	mouse chr3 F2.1|3 41.67 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr15 D3|15 34.28 cM	mouse chr15 D3|15 34.28 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr10 C1|10 38.62 cM	mouse chr10 C1|10 38.62 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chrX C3|X 41.99 cM	mouse chrX C3|X 41.99 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chrX B|X 38.33 cM	mouse chrX B|X 38.33 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr13|13 A3.1	mouse chr13|13 A3.1	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr2 C1.3|2 39.13 cM	mouse chr2 C1.3|2 39.13 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr2 F1|2 60.69 cM	mouse chr2 F1|2 60.69 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr7 B3|7 25.48 cM	mouse chr7 B3|7 25.48 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr13 A3.1|13 9.88 cM	mouse chr13 A3.1|13 9.88 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr1 H6|1 95.03 cM	mouse chr1 H6|1 95.03 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chrX A1.1|X 6.04 cM	mouse chrX A1.1|X 6.04 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
mouse chr11 A1|11 4.75 cM	mouse chr11 A1|11 4.75 cM	0.999999999941067	-5.89329997562754e-11	3	0	0	1868	24140
